"CpG_pos","Coefficient","CpG_pos_hg19"
"chr4:42396395:42396396",0.004813795,"chr4:42398412:42398413"
"chr1:26484630:26484631",-0.004806676,"chr1:26811121:26811122"
"chr17:43311269:43311270",-0.004804937,"chr17:41388624:41388625"
"chr3:64657036:64657037",0.004804873,"chr3:64642712:64642713"
"chr9:6750387:6750388",-0.004803138,"chr9:6750387:6750388"
"chr2:9551604:9551605",0.004794755,"chr2:9691733:9691734"
"chr12:120069893:120069894",-0.004787042,"chr12:120507697:120507698"
"chr3:179146955:179146956",-0.00478298,"chr3:178864743:178864744"
"chr11:40050683:40050684",-0.004782023,"chr11:40072233:40072234"
"chr6:49623117:49623118",-0.004775304,"chr6:49590830:49590831"
"chr12:72197863:72197864",-0.004774369,"chr12:72591643:72591644"
"chr5:141394127:141394128",0.004770191,"chr5:140773694:140773695"
"chr1:182942408:182942409",0.004765437,"chr1:182911543:182911544"
"chr1:205680945:205680946",0.004756751,"chr1:205650073:205650074"
"chr3:110584817:110584818",-0.004751272,"chr3:110303664:110303665"
"chr3:138939995:138939996",0.004748383,"chr3:138658837:138658838"
"chr1:149942882:149942883",0.004748377,"chr1:149914781:149914782"
"chr8:25268238:25268239",-0.00474646,"chr8:25125754:25125755"
"chr16:76665732:76665733",-0.004744731,"chr16:76699629:76699630"
"chr19:3043764:3043765",-0.004742643,"chr19:3043762:3043763"
"chr3:189284093:189284094",-0.00473499,"chr3:189001882:189001883"
"chr11:82522861:82522862",0.004727941,"chr11:82233903:82233904"
"chr13:33228677:33228678",-0.004715924,"chr13:33802814:33802815"
"chr8:141085473:141085474",-0.004710258,"chr8:142095572:142095573"
"chr3:165221148:165221149",-0.004709119,"chr3:164938936:164938937"
"chr20:38673035:38673036",-0.004708545,"chr20:37301678:37301679"
"chr2:228578056:228578057",-0.004692036,"chr2:229442772:229442773"
"chr15:86610779:86610780",0.004685995,"chr15:87154010:87154011"
"chr5:115443114:115443115",0.004685556,"chr5:114778811:114778812"
"chr5:113509712:113509713",0.00467151,"chr5:112845409:112845410"
"chr16:70064741:70064742",-0.00466525,"chr16:70098644:70098645"
"chr1:60090926:60090927",-0.004638707,"chr1:60556598:60556599"
"chr9:100930258:100930259",-0.004637447,"chr9:103692540:103692541"
"chr1:35288237:35288238",0.004637304,"chr1:35753838:35753839"
"chr2:55698580:55698581",-0.004626508,"chr2:55925715:55925716"
"chr3:14261631:14261632",-0.004619396,"chr3:14303131:14303132"
"chr9:109634514:109634515",-0.004611845,"chr9:112396794:112396795"
"chr2:89542929:89542930",-0.004611137,"chr2:91805273:91805274"
"chr13:90132960:90132961",-0.004610036,"chr13:90785214:90785215"
"chr12:39441346:39441347",-0.004605243,"chr12:39835148:39835149"
"chr1:239897815:239897816",-0.004603218,"chr1:240061115:240061116"
"chr7:1062065:1062066",-0.004600428,"chr7:1101701:1101702"
"chr2:2057133:2057134",-0.00459736,"chr2:2060905:2060906"
"chr3:154758174:154758175",-0.004594617,"chr3:154475963:154475964"
"chr16:56676602:56676603",0.004588363,"chr16:56710514:56710515"
"chr21:46349751:46349752",0.004583837,"chr21:47769665:47769666"
"chr5:16612817:16612818",0.004575303,"chr5:16612926:16612927"
"chr10:55306259:55306260",-0.004572667,"chr10:57066019:57066020"
"chr1:27370131:27370132",-0.004569935,"chr1:27696622:27696623"
"chr4:116270970:116270971",-0.004563109,"chr4:117192126:117192127"
"chr5:171580690:171580691",-0.004554792,"chr5:171007694:171007695"
"chr14:45179412:45179413",-0.004554723,"chr14:45648615:45648616"
"chr8:103354226:103354227",0.004553099,"chr8:104366454:104366455"
"chr1:237664653:237664654",-0.004552794,"chr1:237827953:237827954"
"chr6:53062275:53062276",-0.004550656,"chr6:52927073:52927074"
"chr10:67204193:67204194",-0.004544302,"chr10:68963951:68963952"
"chr13:57628734:57628735",0.004541108,"chr13:58202868:58202869"
"chr15:27020706:27020707",0.004537934,"chr15:27265853:27265854"
"chr12:117613113:117613114",-0.004537239,"chr12:118050918:118050919"
"chr5:141403226:141403227",0.004534297,"chr5:140782793:140782794"
"chr1:217284408:217284409",-0.004530264,"chr1:217457750:217457751"
"chr4:144726821:144726822",0.004522747,"chr4:145647973:145647974"
"chr2:225989531:225989532",-0.004520255,"chr2:226854247:226854248"
"chr12:32309008:32309009",-0.004518546,"chr12:32461942:32461943"
"chr1:121010697:121010698",0.004517203,"chr1:149674058:149674059"
"chr11:64075352:64075353",-0.004510698,"chr11:63842824:63842825"
"chr3:83303900:83303901",0.004509505,"chr3:83353051:83353052"
"chr9:87529305:87529306",0.004505664,"chr9:90144220:90144221"
"chr1:219932787:219932788",-0.004504413,"chr1:220106129:220106130"
"chr7:28863871:28863872",-0.00449966,"chr7:28903488:28903489"
"chr12:98928828:98928829",0.004498247,"chr12:99322606:99322607"
"chr9:102004686:102004687",-0.0044939,"chr9:104766968:104766969"
"chr2:163714017:163714018",0.004491568,"chr2:164570527:164570528"
"chr6:23348516:23348517",-0.004491406,"chr6:23348744:23348745"
"chr2:132846980:132846981",-0.004490877,"chr2:133604553:133604554"
"chr11:4247661:4247662",-0.00448652,"chr11:4268891:4268892"
"chr12:92002815:92002816",-0.004485595,"chr12:92396591:92396592"
"chr1:218997129:218997130",0.004480733,"chr1:219170471:219170472"
"chr3:47267988:47267989",0.004471244,"chr3:47309478:47309479"
"chr14:64601864:64601865",0.004468997,"chr14:65068582:65068583"
"chr10:1934856:1934857",-0.004467557,"chr10:1977050:1977051"
"chr8:28419767:28419768",-0.004462258,"chr8:28277284:28277285"
"chr12:107288928:107288929",0.00445949,"chr12:107682705:107682706"
"chr1:247068881:247068882",-0.004448294,"chr1:247232183:247232184"
"chr4:155789623:155789624",-0.004447161,"chr4:156710775:156710776"
"chr14:64870585:64870586",-0.004445184,"chr14:65337303:65337304"
"chr12:128795920:128795921",0.004442267,"chr12:129280465:129280466"
"chr12:120461252:120461253",0.004442238,"chr12:120899055:120899056"
"chr5:141403774:141403775",0.004439661,"chr5:140783341:140783342"
"chr16:51154218:51154219",0.004437951,"chr16:51188129:51188130"
"chr1:198937263:198937264",0.004436892,"chr1:198906392:198906393"
"chr11:122734686:122734687",0.004435454,"chr11:122605394:122605395"
"chr7:3564437:3564438",-0.004432531,"chr7:3604069:3604070"
"chr11:104396257:104396258",-0.004430928,"chr11:104266985:104266986"
"chr18:45286567:45286568",-0.004428729,"chr18:42866532:42866533"
"chr5:102753160:102753161",-0.004428097,"chr5:102088864:102088865"
"chr3:191338892:191338893",-0.004414708,"chr3:191056681:191056682"
"chr19:49074917:49074918",-0.004411276,"chr19:49578174:49578175"
"chr15:26944046:26944047",0.004409355,"chr15:27189193:27189194"
"chr20:1500695:1500696",0.004408321,"chr20:1481341:1481342"
"chr13:71731428:71731429",-0.004401679,"chr13:72305560:72305561"
"chr2:80836089:80836090",-0.00439525,"chr2:81063214:81063215"
"chr1:189805833:189805834",0.004394782,"chr1:189774963:189774964"
"chr4:175376087:175376088",0.00438801,"chr4:176297238:176297239"
"chr5:107430069:107430070",-0.004387422,"chr5:106765770:106765771"
"chr19:56942915:56942916",0.004386774,"chr19:57454283:57454284"
"chr6:135440552:135440553",-0.004386393,"chr6:135761690:135761691"
"chr17:29715055:29715056",-0.004383387,"chr17:28042073:28042074"
"chr18:65885539:65885540",0.00438161,"chr18:63552775:63552776"
"chr10:19813454:19813455",-0.004379674,"chr10:20102383:20102384"
"chr15:100114328:100114329",0.004377862,"chr15:100654533:100654534"
"chr3:178019156:178019157",-0.004377306,"chr3:177736944:177736945"
"chr5:140024277:140024278",0.004376295,"chr5:139403862:139403863"
"chr5:141393112:141393113",0.004371076,"chr5:140772679:140772680"
"chr2:104305077:104305078",-0.004363254,"chr2:104921535:104921536"
"chr14:79282298:79282299",0.004359285,"chr14:79748641:79748642"
"chr17:55198026:55198027",-0.004353218,"chr17:53275387:53275388"
"chr6:162328555:162328556",0.004352459,"chr6:162749587:162749588"
"chr3:80020446:80020447",-0.004350877,"chr3:80069596:80069597"
"chr2:15937664:15937665",-0.004350337,"chr2:16077786:16077787"
"chr14:27309161:27309162",-0.004349494,"chr14:27778367:27778368"
"chr10:22337527:22337528",0.004348678,"chr10:22626456:22626457"
"chr8:76681388:76681389",0.004342899,"chr8:77593623:77593624"
"chr5:138139705:138139706",0.004337779,"chr5:137475394:137475395"
"chr6:107688360:107688361",-0.004334975,"chr6:108009564:108009565"
"chr4:98609026:98609027",0.00433412,"chr4:99530177:99530178"
"chr19:55970414:55970415",-0.004332482,"chr19:56481780:56481781"
"chr13:113135038:113135039",-0.004331771,"chr13:113789352:113789353"
"chr8:141005709:141005710",-0.004331546,"chr8:142015808:142015809"
"chr21:31517616:31517617",-0.004327613,"chr21:32889929:32889930"
"chr10:117548327:117548328",0.004326009,"chr10:119307838:119307839"
"chr8:90432000:90432001",0.004322388,"chr8:91444228:91444229"
"chr22:33252497:33252498",0.004321679,"chr22:33648483:33648484"
"chr19:46686679:46686680",-0.004320081,"chr19:47189936:47189937"
"chr19:17356757:17356758",0.00431885,"chr19:17467566:17467567"
"chr4:107010648:107010649",-0.00431843,"chr4:107931805:107931806"
"chr16:84447128:84447129",-0.004318248,"chr16:84480734:84480735"
"chr7:122431055:122431056",0.004316834,"chr7:122071109:122071110"
"chr8:96812712:96812713",0.00430662,"chr8:97824940:97824941"
"chr8:133457492:133457493",-0.004305569,"chr8:134469735:134469736"
"chr3:98558103:98558104",-0.004304176,"chr3:98276947:98276948"
"chr1:110068769:110068770",0.004298417,"chr1:110611391:110611392"
"chr5:68939791:68939792",-0.004291707,"chr5:68235618:68235619"
"chr6:149989394:149989395",0.004287976,"chr6:150310530:150310531"
"chr16:6936518:6936519",-0.004285577,"chr16:6986519:6986520"
"chr5:30663629:30663630",0.004278432,"chr5:30663736:30663737"
"chr3:169762808:169762809",-0.004270774,"chr3:169480596:169480597"
"chr10:111079181:111079182",0.004265098,"chr10:112838939:112838940"
"chr12:97324653:97324654",0.004262572,"chr12:97718431:97718432"
"chr20:23623114:23623115",-0.004262334,"chr20:23603751:23603752"
"chr6:71421096:71421097",0.004259476,"chr6:72130799:72130800"
"chr3:75667927:75667928",0.004256608,"chr3:75717078:75717079"
"chr19:38024844:38024845",-0.004255623,"chr19:38515484:38515485"
"chr2:163862959:163862960",0.004248156,"chr2:164719469:164719470"
"chr3:47789532:47789533",-0.004246953,"chr3:47831022:47831023"
"chr1:199056830:199056831",0.004238632,"chr1:199025959:199025960"
"chr2:199461954:199461955",0.004231653,"chr2:200326677:200326678"
"chr7:42621009:42621010",-0.004230411,"chr7:42660608:42660609"
"chr6:152729546:152729547",-0.004229717,"chr6:153050681:153050682"
"chr8:49910985:49910986",0.004227944,"chr8:50823545:50823546"
"chr13:101122670:101122671",0.004223756,"chr13:101775021:101775022"
"chr22:25516234:25516235",-0.004208612,"chr22:25912201:25912202"
"chr2:157328023:157328024",-0.004194908,"chr2:158184535:158184536"
"chr3:78735867:78735868",-0.004193917,"chr3:78785017:78785018"
"chr1:80401337:80401338",-0.004193886,"chr1:80867022:80867023"
"chr18:63964302:63964303",-0.004186465,"chr18:61631536:61631537"
"chr3:106550341:106550342",-0.00418453,"chr3:106269188:106269189"
"chr14:25240426:25240427",-0.004183313,"chr14:25709632:25709633"
"chr6:146667028:146667029",-0.004182024,"chr6:146988164:146988165"
"chr21:34891917:34891918",-0.004176398,"chr21:36264214:36264215"
"chr5:154404978:154404979",-0.004174879,"chr5:153784538:153784539"
"chr7:63924961:63924962",0.004170045,"chr7:63385339:63385340"
"chr19:50652359:50652360",-0.004167309,"chr19:51155616:51155617"
"chr7:74659580:74659581",0.004165962,"chr7:74073910:74073911"
"chr18:8136030:8136031",-0.004162396,"chr18:8136028:8136029"
"chr1:28907675:28907676",-0.004161034,"chr1:29234187:29234188"
"chr10:856770:856771",0.004159743,"chr10:902710:902711"
"chr19:17155272:17155273",-0.004157108,"chr19:17266082:17266083"
"chr20:32534148:32534149",0.004148801,"chr20:31121951:31121952"
"chr8:72913235:72913236",-0.004142634,"chr8:73825470:73825471"
"chr4:158778576:158778577",-0.004142619,"chr4:159699728:159699729"
"chr11:59208440:59208441",-0.004140998,"chr11:58975913:58975914"
"chr18:59274943:59274944",0.004127427,"chr18:56942175:56942176"
"chr22:40854226:40854227",-0.004126536,"chr22:41250230:41250231"
"chr3:24534033:24534034",-0.004123455,"chr3:24575524:24575525"
"chr20:56196214:56196215",-0.004096327,"chr20:54771270:54771271"
"chr3:101942308:101942309",-0.004094532,"chr3:101661152:101661153"
"chr20:31612459:31612460",-0.004091602,"chr20:30200262:30200263"
"chr20:26340655:26340656",-0.004087227,NA
"chr1:173825414:173825415",0.004085469,"chr1:173794552:173794553"
"chr10:63987396:63987397",-0.004078436,"chr10:65747156:65747157"
"chr5:128237613:128237614",0.004076847,"chr5:127573305:127573306"
"chr19:47714227:47714228",-0.004075616,"chr19:48217484:48217485"
"chr10:111361418:111361419",-0.004075282,"chr10:113121176:113121177"
"chr2:951575:951576",0.004075153,"chr2:947261:947262"
"chr7:107879244:107879245",-0.004074394,"chr7:107519689:107519690"
"chr2:58371807:58371808",-0.004069582,"chr2:58598942:58598943"
"chr8:3749140:3749141",0.004067454,"chr8:3606662:3606663"
"chr18:31625206:31625207",-0.004061977,"chr18:29205169:29205170"
"chr5:17351143:17351144",-0.004052309,"chr5:17351252:17351253"
"chr9:74450430:74450431",-0.004050315,"chr9:77065346:77065347"
"chr21:46551391:46551392",0.00404931,"chr21:47971304:47971305"
"chr9:6750482:6750483",-0.004045977,"chr9:6750482:6750483"
"chr7:20783206:20783207",0.00404198,"chr7:20822825:20822826"
"chr12:80056447:80056448",-0.004041414,"chr12:80450227:80450228"
"chr8:215006:215007",0.00404046,"chr8:165006:165007"
"chr1:230567760:230567761",-0.004038804,"chr1:230703506:230703507"
"chr6:161111809:161111810",0.004032735,"chr6:161532841:161532842"
"chr14:50367752:50367753",-0.004032575,"chr14:50834470:50834471"
"chr1:67134813:67134814",0.004031602,"chr1:67600496:67600497"
"chr4:160904545:160904546",0.004030317,"chr4:161825697:161825698"
"chr7:122630692:122630693",0.004029068,"chr7:122270746:122270747"
"chr6:7589786:7589787",-0.004026537,"chr6:7590019:7590020"
"chr14:96668073:96668074",0.004024063,"chr14:97134410:97134411"
"chr16:9778256:9778257",-0.004023827,"chr16:9872113:9872114"
"chr16:73069471:73069472",-0.00402059,"chr16:73103370:73103371"
"chr2:229089997:229089998",0.00401847,"chr2:229954713:229954714"
"chr9:2159993:2159994",-0.004016245,"chr9:2159993:2159994"
"chr16:29710604:29710605",-0.004014536,"chr16:29721925:29721926"
"chr12:41068101:41068102",0.004012955,"chr12:41461903:41461904"
"chr3:115814723:115814724",-0.004008399,"chr3:115533570:115533571"
"chr13:71310081:71310082",-0.004003499,"chr13:71884213:71884214"
"chr13:48232491:48232492",-0.00400267,"chr13:48806627:48806628"
"chr2:126322639:126322640",-0.004002177,"chr2:127080216:127080217"
"chr17:28848803:28848804",-0.004001457,"chr17:27175821:27175822"
"chr6:17475171:17475172",0.003985127,"chr6:17475402:17475403"
"chr2:35176501:35176502",0.003981562,"chr2:35401567:35401568"
"chr11:109046061:109046062",0.003977753,"chr11:108916788:108916789"
"chr11:6926122:6926123",-0.003977345,"chr11:6947353:6947354"
"chr22:44784131:44784132",-0.003971312,"chr22:45180011:45180012"
"chr18:60675394:60675395",-0.003966801,"chr18:58342627:58342628"
"chr12:65081165:65081166",-0.003963615,"chr12:65474945:65474946"
"chr18:56646640:56646641",0.003963211,"chr18:54313871:54313872"
"chr2:66430981:66430982",-0.003959737,"chr2:66658113:66658114"
"chr7:58086625:58086626",0.003958992,NA
"chr12:10168783:10168784",-0.003958274,"chr12:10321382:10321383"
"chr21:33047657:33047658",-0.003956264,"chr21:34419964:34419965"
"chr7:68905006:68905007",0.003956176,"chr7:68369993:68369994"
"chr19:44796730:44796731",-0.003953935,"chr19:45299987:45299988"
"chr1:237041685:237041686",0.003953448,"chr1:237204985:237204986"
"chr7:149304570:149304571",0.003950291,"chr7:149001661:149001662"
"chr7:116844488:116844489",-0.003942339,"chr7:116484542:116484543"
"chr14:69242723:69242724",-0.003940646,"chr14:69709440:69709441"
"chr7:122585081:122585082",0.00393619,"chr7:122225135:122225136"
"chr3:64656980:64656981",0.003933425,"chr3:64642656:64642657"
"chr2:167236235:167236236",0.003929326,"chr2:168092745:168092746"
"chr1:241423644:241423645",-0.003929295,"chr1:241586944:241586945"
"chr12:116695213:116695214",-0.003928977,"chr12:117133018:117133019"
"chr6:116469103:116469104",-0.00392854,"chr6:116790266:116790267"
"chr7:96998108:96998109",0.003928036,"chr7:96627420:96627421"
"chr2:233939761:233939762",0.003927302,"chr2:234848405:234848406"
"chr5:126538004:126538005",0.003926561,"chr5:125873696:125873697"
"chr7:99918656:99918657",-0.003925074,"chr7:99516279:99516280"
"chr7:45885643:45885644",-0.00392411,"chr7:45925242:45925243"
"chr9:33044613:33044614",0.003919915,"chr9:33044611:33044612"
"chr5:82208385:82208386",-0.003919706,"chr5:81504204:81504205"
"chr12:75648667:75648668",-0.003919324,"chr12:76042447:76042448"
"chr3:11730941:11730942",-0.003918664,"chr3:11772415:11772416"
"chr4:129510080:129510081",-0.003912136,"chr4:130431235:130431236"
"chr7:154739699:154739700",0.0039071,"chr7:154531409:154531410"
"chr17:32324515:32324516",-0.003896655,"chr17:30651534:30651535"
"chr6:27290654:27290655",0.003895223,"chr6:27258433:27258434"
"chr12:80496048:80496049",-0.003890016,"chr12:80889827:80889828"
"chr4:146636873:146636874",0.003887717,"chr4:147558025:147558026"
"chr16:7330851:7330852",0.003883019,"chr16:7380852:7380853"
"chr8:71084557:71084558",-0.003878235,"chr8:71996792:71996793"
"chr13:89429713:89429714",-0.003878138,"chr13:90081967:90081968"
"chr20:44002149:44002150",0.00387793,"chr20:42630789:42630790"
"chr6:40218174:40218175",-0.00387595,"chr6:40185913:40185914"
"chr2:168762826:168762827",-0.003872191,"chr2:169619336:169619337"
"chr4:181289305:181289306",-0.003869534,"chr4:182210458:182210459"
"chr3:62451586:62451587",0.003867485,"chr3:62437261:62437262"
"chr17:39595470:39595471",0.003867352,"chr17:37751723:37751724"
"chr17:52726977:52726978",-0.003867266,"chr17:50804337:50804338"
"chr17:39026780:39026781",-0.003866625,"chr17:37183033:37183034"
"chr10:126000357:126000358",-0.00386269,"chr10:127688926:127688927"
"chr14:56808422:56808423",0.003861617,"chr14:57275140:57275141"
"chr2:38413721:38413722",-0.003861124,"chr2:38640863:38640864"
"chr15:36886683:36886684",0.003855198,"chr15:37178884:37178885"
"chr5:32133571:32133572",-0.003852006,"chr5:32133677:32133678"
"chr19:58033630:58033631",0.003847715,"chr19:58544998:58544999"
"chr4:168773772:168773773",-0.003846433,"chr4:169694923:169694924"
"chr11:128423493:128423494",0.003843307,"chr11:128293388:128293389"
"chr12:54835932:54835933",-0.003835547,"chr12:55229716:55229717"
"chr11:58165545:58165546",0.00383361,"chr11:57933017:57933018"
"chr6:62238007:62238008",-0.003831637,"chr6:62947912:62947913"
"chr22:23576258:23576259",0.00383163,"chr22:23918445:23918446"
"chr1:215317968:215317969",-0.003831301,"chr1:215491311:215491312"
"chr20:7543549:7543550",-0.003825207,"chr20:7524196:7524197"
"chr12:38635159:38635160",-0.003817175,"chr12:39028961:39028962"
"chr1:118988734:118988735",0.003815088,"chr1:119531357:119531358"
"chr2:229380117:229380118",-0.003812912,"chr2:230244833:230244834"
"chr1:22864170:22864171",-0.003811407,"chr1:23190663:23190664"
"chr16:76159495:76159496",-0.003811058,"chr16:76193393:76193394"
"chr7:8903495:8903496",-0.003805917,"chr7:8943125:8943126"
"chr10:25912627:25912628",-0.003804779,"chr10:26201556:26201557"
"chr12:22333503:22333504",-0.00380431,"chr12:22486437:22486438"
"chr17:46914398:46914399",-0.003790306,"chr17:44991764:44991765"
"chr10:123707938:123707939",0.003785008,"chr10:125467454:125467455"
"chr15:25663150:25663151",-0.00378205,"chr15:25908297:25908298"
"chr16:8342928:8342929",-0.003768424,"chr16:8392930:8392931"
"chr5:138845239:138845240",0.003763365,"chr5:138180928:138180929"
"chr12:121224692:121224693",0.003762079,"chr12:121662495:121662496"
"chr7:27088962:27088963",0.003749574,"chr7:27128581:27128582"
"chr6:101046827:101046828",-0.003746994,"chr6:101494703:101494704"
"chr8:29352616:29352617",0.003731523,"chr8:29210133:29210134"
"chr17:56479060:56479061",-0.003730798,"chr17:54556421:54556422"
"chr5:167061836:167061837",0.003728716,"chr5:166488841:166488842"
"chr16:74846756:74846757",0.003724345,"chr16:74880654:74880655"
"chr7:93921356:93921357",-0.003720487,"chr7:93550668:93550669"
"chr1:58816863:58816864",-0.003718909,"chr1:59282535:59282536"
"chr1:163990028:163990029",-0.003715679,"chr1:163959265:163959266"
"chr1:198934172:198934173",0.003715407,"chr1:198903301:198903302"
"chr16:69709513:69709514",-0.003707376,"chr16:69743416:69743417"
"chr14:77558707:77558708",-0.003700172,"chr14:78025050:78025051"
"chr5:30899003:30899004",-0.00369142,"chr5:30899110:30899111"
"chr1:1994682:1994683",-0.003684816,"chr1:1926121:1926122"
"chr11:65817630:65817631",-0.003683393,"chr11:65585101:65585102"
"chr10:50039648:50039649",0.00368246,"chr10:51799408:51799409"
"chr16:17990133:17990134",-0.003682019,"chr16:18083990:18083991"
"chr12:74260372:74260373",0.003676114,"chr12:74654152:74654153"
"chr1:173255304:173255305",-0.003665456,"chr1:173224443:173224444"
"chr1:8726388:8726389",-0.003665222,"chr1:8786447:8786448"
"chr10:22309445:22309446",-0.00366213,"chr10:22598374:22598375"
"chr16:33859563:33859564",0.003657225,"chr16:33662030:33662031"
"chr12:22969908:22969909",0.003656771,"chr12:23122842:23122843"
"chr14:64357360:64357361",-0.003655783,"chr14:64824078:64824079"
"chr5:39687458:39687459",-0.00365161,"chr5:39687560:39687561"
"chr8:43510239:43510240",0.003646699,"chr8:43365382:43365383"
"chr10:88974874:88974875",-0.003646272,"chr10:90734631:90734632"
"chr9:130037957:130037958",0.003636928,"chr9:132800236:132800237"
"chr12:119248893:119248894",-0.003636678,"chr12:119686698:119686699"
"chr2:163475285:163475286",-0.003635267,"chr2:164331795:164331796"
"chr11:97439321:97439322",-0.003634479,"chr11:97310321:97310322"
"chr2:151942855:151942856",-0.003632578,"chr2:152799369:152799370"
"chr10:5872963:5872964",-0.003631131,"chr10:5914926:5914927"
"chr18:49724516:49724517",-0.003630962,"chr18:47250886:47250887"
"chr7:114949016:114949017",-0.003612591,"chr7:114589071:114589072"
"chr6:156660177:156660178",-0.00361005,"chr6:156981311:156981312"
"chr11:64272211:64272212",-0.003604203,"chr11:64039683:64039684"
"chr4:25918177:25918178",-0.003604118,"chr4:25919799:25919800"
"chr6:77935573:77935574",0.003602585,"chr6:78645290:78645291"
"chr9:15067556:15067557",-0.003600413,"chr9:15067554:15067555"
"chr12:100113273:100113274",-0.003600203,"chr12:100507051:100507052"
"chr6:17988517:17988518",-0.00359906,"chr6:17988748:17988749"
"chr10:1966583:1966584",-0.003597352,"chr10:2008777:2008778"
"chr17:11051006:11051007",-0.003596448,"chr17:10954323:10954324"
"chr7:34059201:34059202",0.003592887,"chr7:34098813:34098814"
"chr17:79951123:79951124",0.003592045,"chr17:77924922:77924923"
"chr12:130086959:130086960",0.003591616,"chr12:130571504:130571505"
"chr5:75678424:75678425",-0.003584358,"chr5:74974249:74974250"
"chr6:53303222:53303223",-0.003583918,"chr6:53168020:53168021"
"chr14:103825157:103825158",-0.003581306,"chr14:104291494:104291495"
"chr4:41185888:41185889",-0.00358046,"chr4:41187905:41187906"
"chr8:117280207:117280208",0.003580106,"chr8:118292446:118292447"
"chr10:111897514:111897515",-0.003577236,"chr10:113657272:113657273"
"chr13:46438250:46438251",0.003570748,"chr13:47012385:47012386"
"chr4:67446002:67446003",0.003567028,"chr4:68311720:68311721"
"chr5:58704519:58704520",-0.003560326,"chr5:58000346:58000347"
"chr1:29657799:29657800",-0.003557455,"chr1:30130646:30130647"
"chr5:124735506:124735507",0.003551724,"chr5:124071199:124071200"
"chr19:43664012:43664013",-0.003550711,"chr19:44168164:44168165"
"chr8:31895682:31895683",-0.003550045,"chr8:31753198:31753199"
"chr13:35471960:35471961",0.003544295,"chr13:36046097:36046098"
"chr19:29234141:29234142",-0.003543285,"chr19:29725048:29725049"
"chr16:83460504:83460505",-0.00354183,"chr16:83494109:83494110"
"chr12:14773591:14773592",0.003536993,"chr12:14926525:14926526"
"chr4:65701024:65701025",-0.003527919,"chr4:66566742:66566743"
"chr17:32253524:32253525",-0.003522944,"chr17:30580543:30580544"
"chr1:230366000:230366001",-0.003520834,"chr1:230501746:230501747"
"chr4:166027275:166027276",-0.003520164,"chr4:166948427:166948428"
"chr5:969301:969302",0.003519417,"chr5:969416:969417"
"chr18:75979315:75979316",-0.003515041,"chr18:73691270:73691271"
"chr17:48748138:48748139",0.003511045,"chr17:46825500:46825501"
"chr18:59992909:59992910",-0.003508929,"chr18:57660141:57660142"
"chr10:75825545:75825546",0.003508002,"chr10:77585303:77585304"
"chr8:80613256:80613257",-0.003507989,"chr8:81525491:81525492"
"chr2:59575642:59575643",-0.003502573,"chr2:59802777:59802778"
"chr3:160129412:160129413",-0.003500918,"chr3:159847199:159847200"
"chr6:2800300:2800301",-0.003496638,"chr6:2800534:2800535"
"chr2:234654970:234654971",-0.003494916,"chr2:235563614:235563615"
"chr10:49771101:49771102",0.003491473,"chr10:50979147:50979148"
"chr19:48754142:48754143",0.003488954,"chr19:49257399:49257400"
"chr2:81151032:81151033",-0.003488199,"chr2:81378156:81378157"
"chr1:156934795:156934796",0.003487905,"chr1:156904587:156904588"
"chr7:40507437:40507438",-0.003486474,"chr7:40547036:40547037"
"chr7:133411574:133411575",0.003483964,"chr7:133096328:133096329"
"chr2:98896818:98896819",0.003480628,"chr2:99513281:99513282"
"chr18:28359347:28359348",0.003474724,"chr18:25939311:25939312"
"chr20:26340670:26340671",-0.003470561,NA
"chr7:42238683:42238684",0.003467752,"chr7:42278282:42278283"
"chr6:44132884:44132885",-0.003460119,"chr6:44100621:44100622"
"chr16:76409769:76409770",-0.003455121,"chr16:76443666:76443667"
"chr16:76554246:76554247",-0.003446354,"chr16:76588143:76588144"
"chr11:82015192:82015193",0.003445094,"chr11:81726234:81726235"
"chr3:174648247:174648248",-0.003443312,"chr3:174366037:174366038"
"chr7:122422042:122422043",0.003443286,"chr7:122062096:122062097"
"chr4:185040357:185040358",-0.003441973,"chr4:185961511:185961512"
"chr7:69694570:69694571",-0.003440657,"chr7:69159556:69159557"
"chr2:163558631:163558632",0.003437906,"chr2:164415141:164415142"
"chr2:68704827:68704828",0.003435514,"chr2:68931959:68931960"
"chr7:134021797:134021798",-0.003435056,"chr7:133706550:133706551"
"chr2:123884060:123884061",-0.003433878,"chr2:124641637:124641638"
"chr15:36237661:36237662",-0.003430396,"chr15:36529862:36529863"
"chr6:125794162:125794163",-0.003429422,"chr6:126115308:126115309"
"chr11:27961992:27961993",0.003428292,"chr11:27983539:27983540"
"chr13:19032285:19032286",0.003426982,"chr13:19606425:19606426"
"chr1:30802377:30802378",-0.003424216,"chr1:31275224:31275225"
"chr3:23780592:23780593",-0.003423096,"chr3:23822083:23822084"
"chr15:62342891:62342892",-0.003422776,"chr15:62635090:62635091"
"chr12:72823850:72823851",-0.003419995,"chr12:73217630:73217631"
"chr8:12694996:12694997",0.003412261,"chr8:12552505:12552506"
"chr8:145008100:145008101",0.003411935,"chr8:146233486:146233487"
"chr7:158031800:158031801",0.003407028,"chr7:157824492:157824493"
"chr2:12009119:12009120",0.003406564,"chr2:12149245:12149246"
"chr7:4610363:4610364",-0.003406461,"chr7:4649994:4649995"
"chr7:90541087:90541088",0.003405366,"chr7:90170401:90170402"
